latitude	longitude	store_name	code	location	imei
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	3590433799317662444
51.168	7.973	Finnentrop	DE	Europe/Berlin	8630330696303482386
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	8630330696303481776
41.66394	-83.55521	Toledo	US	America/New_York	359043379931766874
10.63504	-85.43772	Liberia	CR	America/Costa_Rica	3590433799317661743
48.8449	17.22635	Skalica	SK	Europe/Bratislava	359043379931766023
15.5439	73.7553	Calangute	IN	Asia/Kolkata	863033069630348529
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	863033069630348800
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	359043379931766825
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	863033069630348602
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317661925
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	359043379931766973
44.22639	22.53083	Negotin	RS	Europe/Belgrade	359043379931766262
50.82882	-0.32247	Lancing	GB	Europe/London	8630330696303481735
43.67681	4.63031	Arles	FR	Europe/Paris	359043379931766981
56.11281	69.49015	Ishim	RU	Asia/Yekaterinburg	863033069630348768
48.52961	12.16179	Landshut	DE	Europe/Berlin	3590433799317661636
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317661909
39.00622	-77.4286	Sterling	US	America/New_York	863033069630348552
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	8630330696303481966
51.30001	13.10984	Oschatz	DE	Europe/Berlin	8630330696303481529
51.65333	5.2875	Vught	NL	Europe/Amsterdam	863033069630348438
53.93361	37.92792	Kireyevsk	RU	Europe/Moscow	8630330696303481057
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	8630330696303481982
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	863033069630348669
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	863033069630348347
42.24113	-88.3162	Crystal Lake	US	America/Chicago	3590433799317661032
-38.65333	178.00417	Gisborne	NZ	Pacific/Auckland	8630330696303482063
42.30865	-83.48216	Canton	US	America/Detroit	8630330696303481388
28.98002	77.70636	Meerut	IN	Asia/Kolkata	3590433799317661289
49.183239	15.454273	Telč	CZ	Europe/Prague	863033069630348164
44.85278	65.50917	Kyzylorda	KZ	Asia/Qyzylorda	3590433799317661123
8.48714	-13.2356	Freetown	SL	Africa/Freetown	863033069630348867
4.92675	6.26764	Yenagoa	NG	Africa/Lagos	3590433799317662410
3.3285	99.1625	Tebingtinggi	ID	Asia/Jakarta	3590433799317661479
53.00974	-3.05814	Rhosllanerchrugog	GB	Europe/London	8630330696303481636
43.1009	-75.23266	Utica	US	America/New_York	863033069630348818
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	3590433799317661511
8.62261	-70.20749	Barinas	VE	America/Caracas	8630330696303481610
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	8630330696303482063
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303482154
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	8630330696303481446
38.47917	-1.325	Jumilla	ES	Europe/Madrid	8630330696303481636
48.98994	2.1699	Herblay	FR	Europe/Paris	359043379931766411
41.55838	-81.56929	Collinwood	US	America/New_York	863033069630348446
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	8630330696303481677
51.38673	0.30367	Hartley	GB	Europe/London	863033069630348156
22.83957	91.84128	Manikchari	BD	Asia/Dhaka	863033069630348792
-30.60106	-71.19901	Ovalle	CL	America/Santiago	8630330696303481800
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	3590433799317661800
16.75973	-93.11308	Tuxtla	MX	America/Mexico_City	863033069630348396
53.37596	51.3452	Otradnyy	RU	Europe/Samara	8630330696303482212
59.80917	30.38167	Shushary	RU	Europe/Moscow	863033069630348123
44.73941	-93.12577	Rosemount	US	America/Chicago	8630330696303481545
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	359043379931766767
0.03813	36.36339	Nyahururu	KE	Africa/Nairobi	359043379931766890
41.15376	-87.88754	Bourbonnais	US	America/Chicago	359043379931766338
37.31065	13.57661	Agrigento	IT	Europe/Rome	3590433799317662279
-37.32167	-59.13316	Tandil	AR	America/Argentina/Buenos_Aires	8630330696303481180
51.38673	0.30367	Hartley	GB	Europe/London	8630330696303482147
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766890
7.50251	5.06258	Igbara-Odo	NG	Africa/Lagos	359043379931766460
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	8630330696303482063
-15.21194	-75.11028	Minas de Marcona	PE	America/Lima	359043379931766973
54.39635	24.04142	Alytus	LT	Europe/Vilnius	3590433799317661891
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	3590433799317661560
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	8630330696303481651
34.09611	-118.10583	San Gabriel	US	America/Los_Angeles	8630330696303482022
10.66668	-61.51889	Port of Spain	TT	America/Port_of_Spain	3590433799317662253
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	8630330696303482303
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	8630330696303481081
18.00747	-76.78319	New Kingston	JM	America/Jamaica	8630330696303481578
48.28259	9.72749	Ehingen	DE	Europe/Berlin	359043379931766486
22.98212	-80.58556	Corralillo	CU	America/Havana	359043379931766148
9.89206	43.38531	Baki	SO	Africa/Mogadishu	863033069630348826
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	3590433799317661925
51.26	-2.1875	Westbury	GB	Europe/London	3590433799317661925
48.52961	12.16179	Landshut	DE	Europe/Berlin	863033069630348289
-11.94306	-76.70944	Chosica	PE	America/Lima	8630330696303482360
34.25	135.31667	Iwade	JP	Asia/Tokyo	8630330696303481768
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	359043379931766288
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	8630330696303481669
43.67681	4.63031	Arles	FR	Europe/Paris	8630330696303481750
32.50611	120.14278	Jiangyan	CN	Asia/Shanghai	8630330696303482022
50.56149	4.69889	Gembloux	BE	Europe/Brussels	359043379931766262
41.57721	-93.71133	West Des Moines	US	America/Chicago	3590433799317661990
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	863033069630348073
29.22254	79.5286	Haldwani	IN	Asia/Kolkata	359043379931766718
42.93369	-72.27814	Keene	US	America/New_York	863033069630348404
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	359043379931766023
-22.45667	-47.53028	Santa Gertrudes	BR	America/Sao_Paulo	3590433799317661875
42.64685	-5.55835	Villaquilambre	ES	Europe/Madrid	359043379931766551
25.92493	73.66633	Sojat	IN	Asia/Kolkata	3590433799317661842
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	8630330696303482436
18.03496	-66.8499	Yauco	PR	America/Puerto_Rico	3590433799317662279
51.19139	6.51352	Korschenbroich	DE	Europe/Berlin	8630330696303481610
26.32293	91.00632	Barpeta	IN	Asia/Kolkata	3590433799317661271
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	3590433799317661362
21.46527	83.97573	Sambalpur	IN	Asia/Kolkata	8630330696303481487
10.98778	-74.95472	Puerto Colombia	CO	America/Bogota	3590433799317662147
45.44868	-73.81669	Pointe-Claire	CA	America/Toronto	3590433799317661289
31.71667	73.38333	Sangla Hill	PK	Asia/Karachi	3590433799317662261
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	863033069630348016
40.70995	0.57856	Amposta	ES	Europe/Madrid	8630330696303482154
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317662170
51.88333	8.51667	Verl	DE	Europe/Berlin	359043379931766262
14.93333	-91.11667	Chichicastenango	GT	America/Guatemala	8630330696303482006
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	8630330696303481040
32.65246	51.67462	Isfahan	IR	Asia/Tehran	8630330696303481644
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	8630330696303482162
38.96667	-0.18333	Gandia	ES	Europe/Madrid	863033069630348008
33.35283	-111.78903	Gilbert	US	America/Phoenix	3590433799317661545
40.87329	14.43865	Somma Vesuviana	IT	Europe/Rome	359043379931766429
33.44872	-86.78777	Vestavia Hills	US	America/Chicago	3590433799317662089
-21.44236	27.46153	Tonota	BW	Africa/Gaborone	8630330696303481693
65.93381	111.4834	Aykhal	RU	Asia/Yakutsk	863033069630348727
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317661651
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303481917
-5.41667	38.01667	Chanika	TZ	Africa/Dar_es_Salaam	8630330696303482337
65.84811	24.14662	Tornio	FI	Europe/Helsinki	359043379931766361
36.02506	-86.77917	Brentwood Estates	US	America/Chicago	3590433799317661503
-12.91667	-39.25	Muritiba	BR	America/Bahia	3590433799317662170
39.33427	-76.43941	Middle River	US	America/New_York	8630330696303481107
51.26	-2.1875	Westbury	GB	Europe/London	863033069630348636
6.03333	37.55	Arba Minch	ET	Africa/Addis_Ababa	3590433799317662048
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317661339
40.81	-73.9625	Morningside Heights	US	America/New_York	8630330696303481842
17.34769	78.55757	Lal Bahadur Nagar	IN	Asia/Kolkata	863033069630348016
42.4251	-71.06616	Malden	US	America/New_York	8630330696303482360
40.94065	-73.99681	Dumont	US	America/New_York	8630330696303481925
48.78232	9.17702	Stuttgart	DE	Europe/Berlin	359043379931766817
30.29184	71.67164	Qadirpur Ran	PK	Asia/Karachi	359043379931766296
22.98212	-80.58556	Corralillo	CU	America/Havana	8630330696303481420
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	359043379931766502
31.76212	-95.63079	Palestine	US	America/Chicago	8630330696303482154
35.06544	1.04945	Frenda	DZ	Africa/Algiers	863033069630348271
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	8630330696303481123
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	863033069630348313
48.25	16.4	Floridsdorf	AT	Europe/Vienna	3590433799317661875
43.16547	-77.70066	Gates-North Gates	US	America/New_York	8630330696303481073
13.8196	100.04427	Nakhon Pathom	TH	Asia/Bangkok	8630330696303481479
36.19278	117.65694	Laiwu	CN	Asia/Shanghai	3590433799317661438
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	863033069630348016
38.91817	-78.19444	Front Royal	US	America/New_York	8630330696303481461
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	3590433799317661990
41.15612	1.10687	Reus	ES	Europe/Madrid	863033069630348362
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	8630330696303482238
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	359043379931766106
51.78967	1.15597	Clacton-on-Sea	GB	Europe/London	359043379931766429
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	3590433799317661784
18.20854	-71.10077	Santa Cruz de Barahona	DO	America/Santo_Domingo	8630330696303481974
-3.74912	-73.25383	Iquitos	PE	America/Lima	863033069630348925
53.77166	38.12408	Bogoroditsk	RU	Europe/Moscow	359043379931766767
47.76232	-122.2054	Bothell	US	America/Los_Angeles	359043379931766353
-22.97056	-46.99583	Valinhos	BR	America/Sao_Paulo	8630330696303481677
36.91023	-121.75689	Watsonville	US	America/Los_Angeles	3590433799317661750
50.8	3.16667	Wevelgem	BE	Europe/Brussels	3590433799317661495
38.38479	-0.76773	Novelda	ES	Europe/Madrid	8630330696303482238
42.67164	14.01481	Roseto degli Abruzzi	IT	Europe/Rome	3590433799317661222
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	3590433799317661453
-33.79176	151.08057	Eastwood	AU	Australia/Sydney	3590433799317662097
43.1122	12.38878	Perugia	IT	Europe/Rome	8630330696303481917
50.75767	-1.5443	Lymington	GB	Europe/London	3590433799317661347
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	863033069630348065
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	3590433799317661487
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	8630330696303481289
25.92127	86.79271	Madhipura	IN	Asia/Kolkata	8630330696303481347
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	863033069630348719
55.82885	-4.21376	Rutherglen	GB	Europe/London	8630330696303481925
51.14942	15.00835	Zgorzelec	PL	Europe/Warsaw	8630330696303481834
52.09	5.23333	Zeist	NL	Europe/Amsterdam	8630330696303482444
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	863033069630348529
44.92801	4.8951	Valence	FR	Europe/Paris	359043379931766700
25.66795	85.83636	Dalsingh Sarai	IN	Asia/Kolkata	8630330696303481024
-33.38056	-56.52361	Durazno	UY	America/Montevideo	3590433799317661412
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	359043379931766411
4.96667	10.7	Tonga	CM	Africa/Douala	8630330696303481941
21.34222	71.30633	Kundla	IN	Asia/Kolkata	359043379931766049
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	863033069630348404
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303482048
50.80019	7.20769	Siegburg	DE	Europe/Berlin	359043379931766742
33.54428	-84.23381	Stockbridge	US	America/New_York	3590433799317661719
41.24255	-82.61573	Norwalk	US	America/New_York	8630330696303482477
13.65805	102.56365	Paoy Paet	KH	Asia/Phnom_Penh	359043379931766817
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	863033069630348107
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	3590433799317662261
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317661149
39.08367	-84.50855	Covington	US	America/New_York	8630330696303481669
33.7207	-116.21677	Indio	US	America/Los_Angeles	863033069630348248
-21.41222	-42.19667	Miracema	BR	America/Sao_Paulo	359043379931766395
3.02013	30.91105	Arua	UG	Africa/Kampala	8630330696303482394
11.86064	9.0027	Gaya	NG	Africa/Lagos	3590433799317661636
34.25628	-78.04471	Leland	US	America/New_York	359043379931766262
13.48082	-86.58208	Somoto	NI	America/Managua	863033069630348669
19.21667	73.08333	Dombivli	IN	Asia/Kolkata	8630330696303482451
31.84568	-102.36764	Odessa	US	America/Chicago	3590433799317662386
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	8630330696303481271
46.1351	-60.1831	Sydney	CA	America/Glace_Bay	3590433799317661099
38.17492	-122.2608	American Canyon	US	America/Los_Angeles	8630330696303481958
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	8630330696303481701
51.47805	6.8625	Oberhausen	DE	Europe/Berlin	8630330696303481883
33.08014	-83.2321	Milledgeville	US	America/New_York	863033069630348487
4.73245	-74.26419	Madrid	CO	America/Bogota	3590433799317661933
34.25	135.31667	Iwade	JP	Asia/Tokyo	359043379931766890
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	863033069630348677
47.98372	10.18527	Memmingen	DE	Europe/Berlin	863033069630348008
54.52156	9.5586	Schleswig	DE	Europe/Berlin	359043379931766502
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	8630330696303481925
37.31065	13.57661	Agrigento	IT	Europe/Rome	359043379931766577
38.07789	13.44275	Villabate	IT	Europe/Rome	8630330696303482121
13.70727	9.15013	Mirriah	NE	Africa/Niamey	8630330696303482014
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	863033069630348198
43.48961	-8.2194	Ferrol	ES	Europe/Madrid	8630330696303481081
14.46693	75.92694	Davangere	IN	Asia/Kolkata	8630330696303482469
36.24624	139.07204	Fujioka	JP	Asia/Tokyo	8630330696303481578
-8.28333	-35.03333	Cabo	BR	America/Recife	8630330696303482295
42.93369	-72.27814	Keene	US	America/New_York	8630330696303482030
-7.57897	112.23109	Diwek	ID	Asia/Jakarta	359043379931766247
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	863033069630348644
24.81757	84.63445	Rafiganj	IN	Asia/Kolkata	8630330696303482097
15.48131	-86.57415	Olanchito	HN	America/Tegucigalpa	3590433799317661016
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317661677
12.25282	79.41727	Gingee	IN	Asia/Kolkata	863033069630348131
25.13915	73.06784	Sheoganj	IN	Asia/Kolkata	863033069630348545
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	3590433799317662188
46.32313	-0.45877	Niort	FR	Europe/Paris	359043379931766668
33.86419	48.26258	Aleshtar	IR	Asia/Tehran	359043379931766742
3.31332	117.59152	Tarakan	ID	Asia/Makassar	863033069630348065
37.35813	-6.03731	San Juan de Aznalfarache	ES	Europe/Madrid	8630330696303481891
-8.99167	125.21972	Maliana	TL	Asia/Dili	3590433799317661388
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303482170
40.65538	-74.38987	Scotch Plains	US	America/New_York	3590433799317661776
34.09668	-117.71978	Claremont	US	America/Los_Angeles	359043379931766130
-0.35817	42.54536	Kismayo	SO	Africa/Mogadishu	8630330696303482006
24.05979	77.40858	Leteri	IN	Asia/Kolkata	3590433799317661065
55.8736	85.4265	Yashkino	RU	Asia/Novokuznetsk	8630330696303481792
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317662444
51.03427	5.37429	Houthalen	BE	Europe/Brussels	359043379931766130
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	3590433799317662030
41.20485	-8.33147	Paredes	PT	Europe/Lisbon	863033069630348792
58.1908	40.17171	Danilov	RU	Europe/Moscow	8630330696303481917
-14.66463	-52.35558	Nova Xavantina	BR	America/Cuiaba	863033069630348016
56.03361	35.96944	Volokolamsk	RU	Europe/Moscow	359043379931766791
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317661545
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	359043379931766700
51.35084	-1.99421	Devizes	GB	Europe/London	8630330696303481321
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	8630330696303481917
40.55851	17.80774	Mesagne	IT	Europe/Rome	3590433799317661404
39.57582	-105.11221	Ken Caryl	US	America/Denver	8630330696303482204
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	8630330696303482105
53.95278	32.86389	Roslavl‚Äô	RU	Europe/Moscow	8630330696303482386
41.57439	24.71204	Smolyan	BG	Europe/Sofia	3590433799317661479
40.81	-73.9625	Morningside Heights	US	America/New_York	8630330696303481859
45.16024	-93.08883	Lino Lakes	US	America/Chicago	359043379931766494
13.56667	-15.6	Farafenni	GM	Africa/Banjul	3590433799317661016
11.15583	42.7125	'Ali Sabieh	DJ	Africa/Djibouti	3590433799317662162
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	3590433799317662378
26.68451	-80.66756	Belle Glade	US	America/New_York	3590433799317662238
3.31332	117.59152	Tarakan	ID	Asia/Makassar	3590433799317661859
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	3590433799317662295
-2.90055	-79.00453	Cuenca	EC	America/Guayaquil	8630330696303482220
-11.94306	-76.70944	Chosica	PE	America/Lima	359043379931766502
-34.74785	-58.70072	Pontevedra	AR	America/Argentina/Buenos_Aires	359043379931766155
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	863033069630348982
48.52961	12.16179	Landshut	DE	Europe/Berlin	8630330696303481172
12.12278	-61.62498	Grenville	GD	America/Grenada	8630330696303482345
41.24255	-82.61573	Norwalk	US	America/New_York	3590433799317661768
51.42708	-0.91979	Lower Earley	GB	Europe/London	3590433799317661198
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	8630330696303482113
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	3590433799317661867
53.51684	-113.3187	Sherwood Park	CA	America/Edmonton	3590433799317661420
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	359043379931766320
48.49144	9.20427	Reutlingen	DE	Europe/Berlin	359043379931766106
51.40148	-1.32471	Newbury	GB	Europe/London	3590433799317661818
21.34222	71.30633	Kundla	IN	Asia/Kolkata	8630330696303481834
43.1009	-75.23266	Utica	US	America/New_York	3590433799317661727
47.80527	-122.24064	Bothell West	US	America/Los_Angeles	359043379931766783
42.16808	-88.42814	Huntley	US	America/Chicago	359043379931766320
-0.71667	-48.52333	Soure	BR	America/Belem	3590433799317661008
42.93369	-72.27814	Keene	US	America/New_York	3590433799317661594
-37.88333	145.06667	Carnegie	AU	Australia/Melbourne	3590433799317661420
-11.78333	19.91667	Luena	AO	Africa/Luanda	359043379931766643
33.93113	-117.54866	Norco	US	America/Los_Angeles	8630330696303481677
-7.81667	112.01667	Kediri	ID	Asia/Jakarta	3590433799317662477
18.87813	72.93924	Uran	IN	Asia/Kolkata	3590433799317661099
-7.54972	110.71639	Ngemplak	ID	Asia/Jakarta	3590433799317662279
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	3590433799317661545
39.59611	27.02444	Edremit	TR	Europe/Istanbul	359043379931766122
56.85836	35.90057	Tver	RU	Europe/Moscow	8630330696303482493
31.64615	120.74221	Changshu City	CN	Asia/Shanghai	359043379931766809
3.02013	30.91105	Arua	UG	Africa/Kampala	863033069630348826
38.91817	-78.19444	Front Royal	US	America/New_York	8630330696303481339
-23.7975	-48.59278	Buri	BR	America/Sao_Paulo	8630330696303481388
