ts	imei	mwra	c.dogalize	c.android.gm	c.android.youtube	c.katana	c.android.chrome	c.updateassist	c.UCMobile.intl	c.raider	c.UCMobile.x86	c.android.vending
2018-05-05 10:52:00	3590433799317661586	0.00000	3.49420	15.53528	13.99526	6.42757	8.08681	24.07311	22.08497	57.37490	10.89763	58.36104
2018-05-05 10:53:00	3590433799317662089	1.00000	8.56483	9.72678	14.57011	8.87461	8.11552	79.68941	91.42693	4.01818	47.10262	37.56065
2018-05-05 10:54:00	8630330696303482279	1.00000	6.11925	10.62174	12.44542	9.05611	7.26487	63.67624	9.91234	87.23807	11.38659	14.41477
2018-05-05 10:55:00	863033069630348388	1.00000	8.45420	12.93278	12.94238	9.87568	8.19709	33.64631	91.72744	13.51821	81.17103	90.59208
2018-05-05 10:56:00	863033069630348800	1.00000	6.32680	7.89559	12.42505	12.54752	10.93840	92.60416	71.08142	61.38005	57.22035	51.44245
2018-05-05 10:57:00	3590433799317661081	1.00000	13.79209	8.81234	11.36866	9.87206	8.59098	69.62559	76.65319	93.83669	6.81558	44.99858
2018-05-05 10:58:00	3590433799317661800	0.00000	10.12770	10.08861	10.79163	10.55611	12.60993	25.35156	16.63087	34.87479	22.53094	18.30766
2018-05-05 10:59:00	3590433799317661701	1.00000	10.50814	10.32487	11.40201	10.57295	4.52908	67.14185	88.59278	29.92573	27.62026	54.59368
2018-05-05 11:00:00	8630330696303481586	1.00000	14.59642	7.42343	13.25488	7.22851	7.92058	89.88377	67.22125	4.25764	31.80574	58.05928
2018-05-05 11:01:00	3590433799317661628	0.00000	12.84419	8.03069	12.57022	13.13080	9.36963	95.05034	85.78385	85.30132	71.70148	6.73984
2018-05-05 11:02:00	3590433799317662048	0.00000	6.08760	5.10808	10.77935	15.54341	13.69986	29.35721	25.07690	61.90931	96.33140	28.98978
2018-05-05 11:03:00	3590433799317661206	0.00000	7.78539	7.39437	12.35136	14.45476	12.71899	95.64237	99.05944	99.91184	58.10114	28.17323
2018-05-05 11:04:00	863033069630348131	0.00000	8.04157	6.86780	11.10482	12.60038	13.13771	35.58887	35.91337	73.74252	40.57121	52.72651
2018-05-05 11:05:00	863033069630348453	1.00000	9.01466	14.22236	13.65026	7.97331	8.80974	41.13038	69.59206	15.31296	92.88284	15.41421
2018-05-05 11:06:00	8630330696303482006	1.00000	8.53572	17.93543	10.46127	10.24731	10.61375	60.49242	95.29028	69.50131	74.32835	15.38487
2018-05-05 11:07:00	3590433799317662006	1.00000	10.53306	15.37621	8.38096	6.77700	10.83375	54.16210	83.70560	66.32080	91.10856	76.89092
2018-05-05 11:08:00	359043379931766056	1.00000	10.22020	10.12067	8.49826	8.66571	12.18631	94.64275	10.49705	73.99719	24.59376	25.12923
2018-05-05 11:09:00	863033069630348925	0.00000	9.14333	9.70546	15.44228	13.68337	10.92470	97.02322	3.95376	73.12023	85.51140	85.48257
2018-05-05 11:10:00	863033069630348834	1.00000	8.21366	12.38386	10.36815	7.56554	10.14744	39.76029	53.45844	4.48893	1.86938	45.08824
2018-05-05 11:11:00	3590433799317661339	0.00000	11.17418	9.20196	9.85706	9.63536	7.46030	62.47169	55.26861	67.53121	57.26693	25.66469
2018-05-05 11:12:00	359043379931766775	0.00000	8.44105	10.29139	14.18542	12.93449	14.78672	36.80462	10.83503	59.80074	23.73513	70.08902
2018-05-05 11:13:00	863033069630348008	0.00000	7.39487	13.46839	12.19003	11.82068	7.28307	40.71749	36.10512	11.24883	48.71069	6.94495
2018-05-05 11:14:00	8630330696303481248	1.00000	9.50706	16.56885	10.49550	9.71602	9.15468	32.85470	13.29446	67.91198	35.75186	84.05607
2018-05-05 11:15:00	863033069630348644	1.00000	11.19900	9.65885	9.49896	5.94582	8.64240	27.87534	97.91238	25.43733	3.74190	88.34930
2018-05-05 11:16:00	863033069630348842	0.00000	12.28154	9.88970	10.53061	10.56240	9.59908	75.91637	25.80081	20.64427	6.58143	2.34158
2018-05-05 11:17:00	359043379931766585	0.00000	12.08610	5.13438	11.07256	11.07293	9.51126	2.56742	27.68699	65.90619	61.63075	64.08559
2018-05-05 11:18:00	863033069630348131	0.00000	7.74004	8.67699	14.27689	10.91915	14.13853	91.67053	76.34034	63.28152	9.04786	26.90715
2018-05-05 11:19:00	8630330696303482493	1.00000	9.37006	10.88648	10.93267	8.88681	7.22006	2.56352	33.51170	53.05367	36.05968	52.90414
2018-05-05 11:20:00	3590433799317662329	0.00000	8.87739	6.94120	12.07801	8.16072	17.10980	90.22280	47.31715	35.99620	22.47423	95.41787
2018-05-05 11:21:00	3590433799317662352	0.00000	12.78216	8.20873	11.52966	11.34486	7.04665	36.85641	11.91611	47.62677	49.95416	3.92760
2018-05-05 11:22:00	863033069630348230	1.00000	8.96159	8.04828	12.58744	11.32097	8.14928	65.78122	36.44357	2.39361	73.87881	63.06505
2018-05-05 11:23:00	3590433799317662188	0.00000	4.54423	8.13852	13.78072	13.81293	15.01295	91.91854	0.09860	11.04808	66.51479	25.57665
2018-05-05 11:24:00	3590433799317662345	0.00000	10.43708	8.31932	11.66894	10.19803	13.69238	59.11744	20.99405	67.43946	4.67144	84.80857
2018-05-05 11:25:00	8630330696303481941	1.00000	9.48410	7.55664	10.45212	11.38789	9.98104	50.58714	35.85520	58.84763	74.63218	19.72256
2018-05-05 11:26:00	3590433799317661081	1.00000	10.84005	7.16670	11.03309	7.90572	9.61264	39.07045	26.20550	55.18296	69.21641	32.68292
2018-05-05 11:27:00	8630330696303481727	0.00000	13.07554	8.48058	13.32013	14.03262	8.35124	79.79061	74.77562	20.63606	63.68723	61.88457
2018-05-05 11:28:00	863033069630348016	0.00000	14.64542	10.53652	13.33469	15.74868	7.54628	50.92194	48.30271	27.94236	71.11688	86.17076
2018-05-05 11:29:00	359043379931766213	0.00000	11.86952	8.20642	11.56396	11.38625	8.00020	58.88725	28.89762	24.03041	85.28358	19.14320
2018-05-05 11:30:00	3590433799317661859	0.00000	9.28484	9.14506	14.70206	13.37098	9.26705	74.92807	63.48430	86.69293	18.58080	47.82319
2018-05-05 11:31:00	8630330696303481479	1.00000	7.67067	10.42866	13.82894	10.89514	9.65408	53.13644	32.34903	85.51255	53.58039	43.35006
2018-05-05 11:32:00	359043379931766064	1.00000	11.94627	14.45265	8.44803	2.40043	9.51023	80.28968	63.17077	65.25711	80.26318	30.41160
2018-05-05 11:33:00	8630330696303482055	0.00000	12.92251	6.34599	10.96794	13.40429	8.21466	99.49235	75.34620	19.23097	74.46074	77.16294
2018-05-05 11:34:00	8630330696303481354	1.00000	6.94270	14.30407	13.08628	7.53235	7.24473	27.02342	62.52481	25.07115	85.12246	44.80140
2018-05-05 11:35:00	8630330696303482006	1.00000	12.68341	4.18148	11.95142	7.29297	10.40552	25.04718	25.16556	56.58548	18.51229	63.70929
2018-05-05 11:36:00	3590433799317662014	0.00000	5.24211	3.22458	10.56668	14.77852	13.59395	24.58421	65.12946	36.79152	44.60850	87.26484
2018-05-05 11:37:00	863033069630348727	1.00000	9.56178	15.10634	11.04181	9.15193	10.18288	16.98036	97.72843	88.36472	52.83859	19.11934
2018-05-05 11:38:00	863033069630348677	1.00000	7.77349	13.98682	13.78232	9.13788	10.75297	47.66164	56.35586	71.53385	96.01394	25.60415
2018-05-05 11:39:00	3590433799317661677	1.00000	9.75166	9.62657	10.29929	8.70375	9.01239	31.97108	12.60557	65.39906	96.75906	30.96004
2018-05-05 11:40:00	3590433799317661388	1.00000	12.54812	11.48731	9.92466	8.88366	8.04695	78.91696	26.77365	39.81968	33.86690	97.42201
2018-05-05 11:41:00	8630330696303481719	0.00000	12.74594	6.44329	14.83802	6.55427	17.31558	71.82887	57.82905	77.60543	46.49817	71.91439
2018-05-05 11:42:00	863033069630348297	1.00000	8.96541	10.01561	10.84141	5.81743	8.05043	15.69565	62.93591	66.64261	10.81168	3.75420
2018-05-05 11:43:00	359043379931766304	1.00000	7.44351	11.74351	9.80212	7.84118	10.61476	87.51757	37.48229	15.59981	18.40934	70.03306
2018-05-05 11:44:00	8630330696303481578	0.00000	11.48428	14.21199	11.58712	10.09075	5.06860	85.19240	64.52041	20.45392	26.72437	38.15437
2018-05-05 11:45:00	3590433799317661784	0.00000	13.32264	4.39233	11.87743	12.23454	9.12203	31.96848	69.38604	32.08475	78.60227	14.01661
2018-05-05 11:46:00	3590433799317662303	1.00000	9.97489	14.70820	8.57701	6.99305	10.22163	0.44860	52.05070	4.81005	6.25252	28.81569
2018-05-05 11:47:00	359043379931766247	0.00000	6.30349	10.30257	14.37751	9.00432	7.11580	77.27307	80.21668	73.87813	62.67204	93.46160
2018-05-05 11:48:00	863033069630348917	1.00000	9.06707	13.94120	10.51979	11.37409	7.40781	21.69468	6.83301	33.76285	99.77380	31.67189
2018-05-05 11:49:00	3590433799317661875	1.00000	11.01044	12.39839	10.07234	10.57372	0.97754	11.26897	11.73499	68.31642	63.66235	23.09520
2018-05-05 11:50:00	863033069630348990	1.00000	8.18144	11.64932	12.64723	7.03025	6.93187	34.21220	55.57894	31.73311	71.12378	34.20154
2018-05-05 11:51:00	359043379931766486	0.00000	16.51085	7.84652	7.15287	15.31208	5.48746	0.12247	37.27805	53.33202	16.91826	47.38645
2018-05-05 11:52:00	8630330696303482402	1.00000	6.29249	14.96520	14.62213	9.36670	8.37638	33.92519	10.36450	54.05373	51.27852	56.32646
2018-05-05 11:53:00	8630330696303481487	1.00000	9.24316	12.27050	9.97092	7.59250	9.23344	90.44980	67.55161	85.10602	94.21021	23.64769
2018-05-05 11:54:00	863033069630348560	0.00000	6.54046	8.40712	12.04709	11.85854	12.66683	0.77810	77.69648	15.29856	79.99946	19.75995
2018-05-05 11:55:00	3590433799317662451	0.00000	13.45277	8.07128	12.19494	13.42323	10.10189	19.79880	34.69886	54.17596	28.15676	20.08030
2018-05-05 11:56:00	8630330696303481321	0.00000	6.51944	7.29019	14.09467	10.57337	17.51607	63.99090	89.47128	78.04521	43.39476	8.38274
2018-05-05 11:57:00	3590433799317662410	1.00000	7.40673	10.97466	9.39245	3.25765	10.25336	96.24857	9.36017	9.23020	41.25432	51.97268
2018-05-05 11:58:00	359043379931766015	1.00000	10.48718	13.74579	9.95392	6.08211	7.86193	81.72534	56.24437	74.62681	28.58512	68.21329
2018-05-05 11:59:00	359043379931766601	1.00000	11.69845	10.32435	13.16791	11.22780	10.40400	66.09371	4.52222	63.29115	8.32362	24.81721
2018-05-05 12:00:00	359043379931766478	1.00000	11.87814	10.57996	11.54127	10.85702	8.95335	30.37998	25.02671	91.56938	4.17747	8.50274
2018-05-05 12:01:00	863033069630348164	1.00000	13.91433	5.21530	14.51999	9.43754	12.15545	44.59424	32.53399	30.02240	25.28088	14.39961
2018-05-05 12:02:00	863033069630348438	1.00000	13.12045	10.32935	11.15099	8.15964	9.88394	12.77971	16.69762	11.92552	27.55963	1.38485
2018-05-05 12:03:00	8630330696303481008	0.00000	8.57314	4.83496	9.40275	12.28901	12.75895	51.58458	51.98934	43.76137	16.90577	37.61112
2018-05-05 12:04:00	8630330696303482071	1.00000	9.40344	13.87132	11.51749	7.31523	8.38782	29.94698	57.26375	35.14511	88.65695	49.07121
2018-05-05 12:05:00	8630330696303481214	1.00000	7.46998	13.83272	11.86414	6.81507	8.70756	47.73818	89.57234	85.56347	90.08928	15.87244
2018-05-05 12:06:00	8630330696303481479	1.00000	11.78548	6.88286	10.22265	7.66629	8.55390	87.31083	50.45298	95.80187	23.59187	39.30489
2018-05-05 12:07:00	8630330696303481412	1.00000	11.08807	11.20612	10.06926	6.82359	10.12030	6.17782	84.72109	41.55439	93.22791	40.10792
2018-05-05 12:08:00	3590433799317661958	1.00000	8.20861	12.74966	17.82535	9.95759	7.93860	90.53787	25.25271	63.33504	79.69899	0.40797
2018-05-05 12:09:00	8630330696303481602	1.00000	11.83249	7.13539	10.97986	9.58385	8.61472	92.49819	53.86725	69.78497	11.44175	69.11795
2018-05-05 12:10:00	359043379931766643	0.00000	7.02496	13.21149	14.90190	13.72712	11.05261	39.80192	83.54677	51.09575	41.28909	43.22513
2018-05-05 12:11:00	3590433799317661115	0.00000	12.98027	7.58737	11.84048	12.25618	8.64860	70.82776	85.42594	74.02580	86.10326	51.95131
2018-05-05 12:12:00	3590433799317661040	0.00000	11.77072	8.05510	12.33101	10.77610	9.50326	32.61240	5.32575	33.51143	0.50918	36.78085
2018-05-05 12:13:00	8630330696303481800	0.00000	10.63132	12.17414	10.18295	11.43291	10.46607	13.96709	95.09086	37.98722	43.65870	71.37266
2018-05-05 12:14:00	3590433799317662022	1.00000	6.69528	11.68016	13.84471	11.27765	10.86669	34.22388	66.24219	65.46541	77.77626	10.02962
2018-05-05 12:15:00	8630330696303481974	0.00000	10.06492	11.07085	13.86485	9.59004	10.72160	35.37800	27.46342	82.52836	60.01832	39.42979
2018-05-05 12:16:00	3590433799317662444	1.00000	10.05073	10.99553	9.90033	7.68792	10.77663	10.81150	27.59675	19.22268	53.45621	46.64936
2018-05-05 12:17:00	863033069630348305	1.00000	8.21715	12.52491	13.25031	7.84841	8.83944	23.33699	73.18787	49.88877	15.29624	39.63254
2018-05-05 12:18:00	3590433799317662204	0.00000	6.99536	6.54761	13.18028	6.43195	17.13568	20.45260	47.14453	95.25022	97.51644	99.88818
2018-05-05 12:19:00	359043379931766361	0.00000	10.51363	11.95798	13.46680	8.63322	11.12138	6.02026	65.74921	54.81627	42.79955	31.69551
2018-05-05 12:20:00	863033069630348628	1.00000	10.73946	5.77861	9.13860	7.81783	14.16950	38.62776	26.04777	42.95685	44.01987	84.19273
2018-05-05 12:21:00	3590433799317662378	0.00000	12.81657	10.49948	12.90191	7.67750	3.94637	84.26901	12.18558	28.55740	12.21082	31.57091
2018-05-05 12:22:00	359043379931766510	0.00000	8.81333	13.88242	9.72158	7.44984	8.09227	81.38385	76.08150	31.20775	84.72278	35.56526
2018-05-05 12:23:00	863033069630348891	1.00000	7.98060	10.05385	10.04517	7.17085	7.83160	75.40892	65.33160	75.88473	23.86444	43.41268
2018-05-05 12:24:00	3590433799317661255	1.00000	12.16071	9.49438	13.99789	8.35537	9.97222	85.23989	90.41401	41.76198	71.00051	52.88811
2018-05-05 12:25:00	8630330696303482402	1.00000	12.14794	7.80297	11.73118	6.53570	8.61650	19.30244	75.94128	6.10840	67.08997	35.84823
2018-05-05 12:26:00	863033069630348677	0.00000	15.26494	10.04093	13.65245	8.10255	7.94185	6.35093	8.40057	72.86534	81.01361	80.30206
2018-05-05 12:27:00	359043379931766775	0.00000	12.21019	7.61829	11.43181	9.52216	13.77915	18.58388	87.76804	27.25248	74.24172	59.64024
2018-05-05 12:28:00	863033069630348693	0.00000	13.15354	11.58161	11.66940	12.66324	11.57963	53.66825	33.83813	68.33657	6.30189	74.99298
2018-05-05 12:29:00	3590433799317661941	1.00000	8.31936	12.70188	13.56595	6.85736	8.02979	13.63472	20.64496	85.44874	82.65880	98.17546
2018-05-05 12:30:00	863033069630348263	1.00000	12.55878	6.36669	11.98822	7.07765	9.12987	78.43991	16.07693	7.04305	47.62264	66.76671
2018-05-05 12:31:00	863033069630348891	0.00000	10.58456	9.26233	12.10002	8.57362	16.02519	14.03660	69.63291	0.81123	99.28896	54.61883
2018-05-05 12:32:00	3590433799317662345	1.00000	8.40006	10.46622	12.54716	11.25993	9.23385	49.69916	69.40928	90.11317	6.74982	0.89974
2018-05-05 12:33:00	3590433799317661594	1.00000	11.78153	8.08624	9.99839	10.66323	7.47807	51.33806	57.53248	32.88415	83.01595	3.42786
2018-05-05 12:34:00	863033069630348495	1.00000	7.68537	15.35764	13.75474	8.22582	7.51187	53.81619	58.15090	20.96364	7.28613	41.15965
2018-05-05 12:35:00	8630330696303481909	1.00000	12.72165	11.39168	12.65489	8.38248	10.68902	63.30615	24.33837	47.30693	20.61342	97.34493
2018-05-05 12:36:00	8630330696303481081	0.00000	9.54089	9.90831	15.44070	10.17848	13.57714	82.00275	96.60515	21.54348	32.29920	48.51085
2018-05-05 12:37:00	359043379931766551	0.00000	11.26043	11.08856	14.16876	11.82519	12.42294	43.13868	74.72025	6.46711	97.79065	95.99613
2018-05-05 12:38:00	3590433799317661313	1.00000	11.01604	7.54935	11.02678	5.87383	13.99256	37.68468	13.02045	85.92593	62.12905	66.54400
2018-05-05 12:39:00	359043379931766080	0.00000	9.31277	7.34634	14.38711	8.06004	9.35103	55.85034	56.66955	79.78138	58.94321	14.84473
2018-05-05 12:40:00	863033069630348701	1.00000	8.90275	10.70494	11.47198	7.03740	9.16659	55.77267	50.80899	95.07277	53.89227	62.24450
2018-05-05 12:41:00	3590433799317661669	0.00000	13.52063	9.07338	12.59053	12.94075	9.00135	33.28814	32.15820	16.45927	45.33751	99.36520
2018-05-05 12:42:00	863033069630348818	0.00000	6.14178	7.24029	11.64649	13.43093	12.39711	59.03430	19.85779	42.63369	89.64748	40.36013
2018-05-05 12:43:00	863033069630348180	0.00000	12.89616	9.30013	11.49996	14.73218	5.98238	99.44439	7.54810	39.34182	86.24120	63.56907
2018-05-05 12:44:00	359043379931766049	0.00000	12.88925	9.06146	11.97940	12.95005	8.98596	32.62280	10.74802	40.09481	43.52715	41.94283
2018-05-05 12:45:00	8630330696303481255	1.00000	8.89105	11.74483	13.90739	9.92256	6.92121	34.84358	64.45788	70.41508	77.63629	4.72386
2018-05-05 12:46:00	8630330696303481842	1.00000	9.71565	9.07402	12.88496	9.04460	8.98834	53.44870	39.84793	44.16496	3.59661	19.15293
2018-05-05 12:47:00	3590433799317661057	0.00000	11.72533	7.74725	10.54995	9.95924	10.58851	20.29714	51.80683	65.66232	35.65112	58.67392
2018-05-05 12:48:00	8630330696303481602	1.00000	6.91802	15.70818	12.57453	7.23690	8.49584	58.18715	64.66136	60.19798	69.11973	6.49839
2018-05-05 12:49:00	3590433799317662493	1.00000	9.21050	13.28168	11.37119	7.62939	7.97607	10.77874	9.10093	56.66417	0.92006	56.68426
2018-05-05 12:50:00	3590433799317661008	1.00000	11.94011	11.29025	10.81779	8.44605	9.84515	51.35102	40.17781	57.04425	58.25776	37.46069
2018-05-05 12:51:00	3590433799317661610	0.00000	10.81861	8.17398	14.21966	9.67638	9.42543	28.78356	86.28401	10.63017	19.35690	47.17954
2018-05-05 12:52:00	8630330696303482485	0.00000	13.95877	4.79850	11.10696	12.26788	10.83382	84.18697	90.36793	76.55706	92.96165	70.50981
2018-05-05 12:53:00	863033069630348396	0.00000	14.97100	5.52923	8.60644	15.00717	7.53090	51.55692	29.38067	3.29496	29.81486	43.57010
2018-05-05 12:54:00	8630330696303481420	1.00000	9.28688	15.43935	9.26205	9.38058	7.89286	0.88819	98.05637	72.88887	46.85809	56.02636
2018-05-05 12:55:00	359043379931766122	1.00000	13.59100	10.46654	14.72359	8.85070	9.04980	84.82591	41.98604	31.34605	4.25154	49.29816
2018-05-05 12:56:00	8630330696303481016	1.00000	7.88062	9.57578	14.56001	10.33478	8.25562	85.16608	52.10366	18.15668	77.39298	34.80579
2018-05-05 12:57:00	359043379931766569	0.00000	12.09554	7.85811	13.92929	9.22137	8.50064	60.52403	26.69803	19.06891	87.66722	83.71534
2018-05-05 12:58:00	3590433799317661180	0.00000	10.83334	10.06168	11.51983	9.33632	14.70231	45.42732	78.27309	9.81209	72.08037	30.81172
2018-05-05 12:59:00	8630330696303482196	1.00000	9.96789	12.03870	10.93045	7.58401	7.96824	0.01814	54.98075	92.81107	39.37954	97.40236
2018-05-05 13:00:00	3590433799317662279	1.00000	11.64702	8.15881	11.72507	10.12491	10.17236	38.55841	77.16636	77.91084	97.00306	33.81285
2018-05-05 13:01:00	3590433799317662311	0.00000	6.11082	9.13426	16.50302	14.07315	13.52306	57.71223	66.88002	91.39864	58.21766	31.57910
